open_margin_db,close_margin_db,release_ms,hold_ms,noise_ema_tc_closed,pass_rate,passed,failed,mean_missed_speech,mean_false_open,mean_start_delay_ms,mean_early_close_ms,total_scenarios
8.0,8.0,500.0,100.0,0.3,0.4667,14,16,0.4739,1.3365,245.77,373.89,30
8.0,8.0,500.0,250.0,0.3,0.4667,14,16,0.4739,1.3365,245.77,373.89,30
8.0,8.0,500.0,400.0,0.3,0.4667,14,16,0.4739,1.3365,245.77,373.89,30
12.0,2.0,800.0,100.0,0.5,0.4667,14,16,0.4827,1.4,55.6,87.06,30
12.0,2.0,800.0,250.0,0.5,0.4667,14,16,0.4827,1.4,55.6,87.06,30
12.0,2.0,800.0,400.0,0.5,0.4667,14,16,0.4827,1.4,55.6,87.06,30
8.0,6.0,150.0,250.0,1.0,0.4667,14,16,0.486,0.7774,415.12,677.25,30
10.0,2.0,150.0,250.0,1.0,0.4667,14,16,0.4904,0.7004,335.96,286.92,30
10.0,8.0,800.0,100.0,0.5,0.4667,14,16,0.4927,1.38,151.34,256.48,30
10.0,8.0,800.0,250.0,0.5,0.4667,14,16,0.4927,1.38,151.34,256.48,30
10.0,8.0,800.0,400.0,0.5,0.4667,14,16,0.4927,1.38,151.34,256.48,30
10.0,4.0,800.0,100.0,0.3,0.4667,14,16,0.5087,1.5987,195.41,123.33,30
10.0,4.0,800.0,250.0,0.3,0.4667,14,16,0.5087,1.5987,195.41,123.33,30
10.0,4.0,800.0,400.0,0.3,0.4667,14,16,0.5087,1.5987,195.41,123.33,30
12.0,2.0,500.0,100.0,1.0,0.4667,14,16,0.5128,0.9528,42.18,357.15,30
12.0,2.0,500.0,250.0,1.0,0.4667,14,16,0.5128,0.9528,42.18,357.15,30
12.0,2.0,500.0,400.0,1.0,0.4667,14,16,0.5128,0.9528,42.18,357.15,30
10.0,6.0,500.0,100.0,0.5,0.4667,14,16,0.5194,1.0974,32.23,457.82,30
10.0,6.0,500.0,250.0,0.5,0.4667,14,16,0.5194,1.0974,32.23,457.82,30
10.0,6.0,500.0,400.0,0.5,0.4667,14,16,0.5194,1.0974,32.23,457.82,30
10.0,6.0,800.0,100.0,0.3,0.4667,14,16,0.5214,1.5781,195.41,135.99,30
10.0,6.0,800.0,250.0,0.3,0.4667,14,16,0.5214,1.5781,195.41,135.99,30
10.0,6.0,800.0,400.0,0.3,0.4667,14,16,0.5214,1.5781,195.41,135.99,30
10.0,6.0,150.0,400.0,1.0,0.4667,14,16,0.5271,0.8071,183.3,448.29,30
10.0,6.0,300.0,400.0,1.0,0.4667,14,16,0.5271,0.8071,183.3,448.29,30
10.0,6.0,500.0,100.0,1.0,0.4667,14,16,0.528,0.9807,29.52,536.48,30
10.0,6.0,500.0,250.0,1.0,0.4667,14,16,0.528,0.9807,29.52,536.48,30
10.0,6.0,500.0,400.0,1.0,0.4667,14,16,0.528,0.9807,29.52,536.48,30
12.0,4.0,500.0,100.0,1.0,0.4667,14,16,0.5455,0.9155,42.18,358.48,30
12.0,4.0,500.0,250.0,1.0,0.4667,14,16,0.5455,0.9155,42.18,358.48,30
12.0,4.0,500.0,400.0,1.0,0.4667,14,16,0.5455,0.9155,42.18,358.48,30
12.0,2.0,300.0,100.0,1.0,0.4667,14,16,0.5738,0.6911,41.52,548.28,30
12.0,2.0,300.0,250.0,1.0,0.4667,14,16,0.5738,0.6911,41.52,548.28,30
8.0,6.0,150.0,400.0,0.1,0.4667,14,16,0.5802,1.1816,330.32,289.7,30
8.0,6.0,300.0,400.0,0.1,0.4667,14,16,0.5802,1.1816,330.32,289.7,30
10.0,6.0,150.0,400.0,0.5,0.4667,14,16,0.5972,0.9818,186.66,395.62,30
10.0,6.0,300.0,400.0,0.5,0.4667,14,16,0.5972,0.9818,186.66,395.62,30
10.0,4.0,150.0,400.0,0.3,0.4667,14,16,0.5974,1.1467,349.99,189.15,30
10.0,4.0,300.0,400.0,0.3,0.4667,14,16,0.5974,1.1467,349.99,189.15,30
10.0,6.0,300.0,100.0,1.0,0.4667,14,16,0.604,0.644,264.63,524.48,30
10.0,6.0,300.0,250.0,1.0,0.4667,14,16,0.604,0.644,264.63,524.48,30
12.0,4.0,800.0,100.0,0.5,0.4667,14,16,0.6056,1.2916,55.6,221.33,30
12.0,4.0,800.0,250.0,0.5,0.4667,14,16,0.6056,1.2916,55.6,221.33,30
12.0,4.0,800.0,400.0,0.5,0.4667,14,16,0.6056,1.2916,55.6,221.33,30
12.0,2.0,500.0,100.0,0.5,0.4667,14,16,0.6337,1.0477,55.75,357.82,30
12.0,2.0,500.0,250.0,0.5,0.4667,14,16,0.6337,1.0477,55.75,357.82,30
12.0,2.0,500.0,400.0,0.5,0.4667,14,16,0.6337,1.0477,55.75,357.82,30
10.0,8.0,150.0,400.0,1.0,0.4667,14,16,0.6365,0.7731,65.96,693.67,30
10.0,8.0,300.0,400.0,1.0,0.4667,14,16,0.6365,0.7731,65.96,693.67,30
10.0,6.0,150.0,400.0,0.3,0.4667,14,16,0.6398,1.0932,349.99,274.29,30
10.0,6.0,300.0,400.0,0.3,0.4667,14,16,0.6398,1.0932,349.99,274.29,30
12.0,2.0,150.0,250.0,1.0,0.4667,14,16,0.6418,0.6311,349.3,331.59,30
10.0,8.0,500.0,100.0,0.5,0.4667,14,16,0.6512,1.0899,185.86,570.05,30
10.0,8.0,500.0,250.0,0.5,0.4667,14,16,0.6512,1.0899,185.86,570.05,30
10.0,8.0,500.0,400.0,0.5,0.4667,14,16,0.6512,1.0899,185.86,570.05,30
12.0,6.0,800.0,100.0,0.5,0.4667,14,16,0.6781,1.2681,55.6,293.82,30
12.0,6.0,800.0,250.0,0.5,0.4667,14,16,0.6781,1.2681,55.6,293.82,30
12.0,6.0,800.0,400.0,0.5,0.4667,14,16,0.6781,1.2681,55.6,293.82,30
