open_margin_db,close_margin_db,release_ms,hold_ms,noise_ema_tc_closed,attack_tc,decay_tc,pass_rate,passed,failed,mean_missed_speech,mean_false_open,mean_start_delay_ms,mean_early_close_ms,total_scenarios
8.0,2.0,800.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.572,1.3493,20.43,196.89,30
8.0,4.0,300.0,100.0,1.0,0.005,0.15,0.4667,14,16,0.5778,0.7298,177.76,612.49,30
8.0,4.0,300.0,250.0,1.0,0.005,0.15,0.4667,14,16,0.5778,0.7298,177.76,612.49,30
6.0,6.0,300.0,100.0,0.3,0.005,0.15,0.4667,14,16,0.5867,1.1127,193.89,682.46,30
6.0,6.0,300.0,250.0,0.3,0.005,0.15,0.4667,14,16,0.5867,1.1127,193.89,682.46,30
8.0,6.0,800.0,100.0,0.3,0.005,0.15,0.4667,14,16,0.5974,1.3347,315.34,259.82,30
8.0,6.0,800.0,250.0,0.3,0.005,0.15,0.4667,14,16,0.5974,1.3347,315.34,259.82,30
6.0,4.0,300.0,100.0,1.0,0.005,0.6,0.4667,14,16,0.5992,0.8845,28.62,834.24,30
6.0,4.0,300.0,250.0,1.0,0.005,0.6,0.4667,14,16,0.5992,0.8845,28.62,834.24,30
8.0,6.0,800.0,100.0,1.0,0.02,0.15,0.4667,14,16,0.6017,1.1277,187.15,481.83,30
8.0,6.0,800.0,250.0,1.0,0.02,0.15,0.4667,14,16,0.6017,1.1277,187.15,481.83,30
8.0,2.0,800.0,100.0,0.3,0.02,0.3,0.4667,14,16,0.6087,1.2487,27.78,226.22,30
8.0,2.0,800.0,250.0,0.3,0.02,0.3,0.4667,14,16,0.6087,1.2487,27.78,226.22,30
8.0,4.0,800.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.6106,1.282,20.43,235.55,30
8.0,4.0,800.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.6106,1.282,20.43,235.55,30
6.0,4.0,500.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.6146,1.2526,23.32,644.6,30
6.0,4.0,500.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.6146,1.2526,23.32,644.6,30
8.0,4.0,800.0,100.0,0.3,0.02,0.3,0.4667,14,16,0.62,1.2147,27.78,237.55,30
8.0,4.0,800.0,250.0,0.3,0.02,0.3,0.4667,14,16,0.62,1.2147,27.78,237.55,30
6.0,6.0,800.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.6221,1.4187,22.16,659.92,30
6.0,6.0,800.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.6221,1.4187,22.16,659.92,30
8.0,2.0,500.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.6287,1.11,21.11,252.89,30
8.0,2.0,500.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.6287,1.11,21.11,252.89,30
10.0,6.0,800.0,100.0,1.0,0.005,0.15,0.4667,14,16,0.6387,1.1713,153.3,451.82,30
10.0,6.0,800.0,250.0,1.0,0.005,0.15,0.4667,14,16,0.6387,1.1713,153.3,451.82,30
8.0,2.0,500.0,100.0,0.3,0.02,0.15,0.4667,14,16,0.6602,1.1069,26.47,253.06,30
8.0,2.0,500.0,250.0,0.3,0.02,0.15,0.4667,14,16,0.6602,1.1069,26.47,253.06,30
6.0,4.0,300.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.6684,1.0058,22.18,758.26,30
6.0,4.0,300.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.6684,1.0058,22.18,758.26,30
8.0,6.0,800.0,100.0,1.0,0.005,0.3,0.4667,14,16,0.6687,1.168,177.52,472.48,30
8.0,6.0,800.0,250.0,1.0,0.005,0.3,0.4667,14,16,0.6687,1.168,177.52,472.48,30
6.0,6.0,300.0,100.0,0.3,0.02,0.15,0.4667,14,16,0.6746,0.9306,199.2,700.46,30
6.0,6.0,300.0,250.0,0.3,0.02,0.15,0.4667,14,16,0.6746,0.9306,199.2,700.46,30
6.0,4.0,300.0,100.0,0.3,0.05,0.15,0.4667,14,16,0.6794,0.8174,192.25,552.97,30
6.0,4.0,300.0,250.0,0.3,0.05,0.15,0.4667,14,16,0.6794,0.8174,192.25,552.97,30
6.0,6.0,500.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.6803,1.109,177.76,643.64,30
6.0,6.0,500.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.6803,1.109,177.76,643.64,30
8.0,2.0,300.0,100.0,1.0,0.02,0.3,0.4667,14,16,0.6819,0.7439,39.77,557.48,30
8.0,2.0,300.0,250.0,1.0,0.02,0.3,0.4667,14,16,0.6819,0.7439,39.77,557.48,30
8.0,2.0,500.0,100.0,0.3,0.005,0.3,0.4667,14,16,0.686,1.186,19.78,311.55,30
8.0,2.0,500.0,250.0,0.3,0.005,0.3,0.4667,14,16,0.686,1.186,19.78,311.55,30
8.0,4.0,300.0,100.0,1.0,0.02,0.15,0.4667,14,16,0.698,0.6833,71.4,674.35,30
8.0,4.0,300.0,250.0,1.0,0.02,0.15,0.4667,14,16,0.698,0.6833,71.4,674.35,30
8.0,6.0,500.0,100.0,0.3,0.005,0.15,0.4667,14,16,0.7014,1.0807,196.23,533.98,30
8.0,6.0,500.0,250.0,0.3,0.005,0.15,0.4667,14,16,0.7014,1.0807,196.23,533.98,30
10.0,2.0,500.0,100.0,1.0,0.005,0.6,0.4667,14,16,0.7014,0.8774,42.28,363.82,30
10.0,2.0,500.0,250.0,1.0,0.005,0.6,0.4667,14,16,0.7014,0.8774,42.28,363.82,30
8.0,4.0,500.0,100.0,0.3,0.005,0.3,0.4667,14,16,0.7027,1.1313,19.78,393.55,30
8.0,4.0,500.0,250.0,0.3,0.005,0.3,0.4667,14,16,0.7027,1.1313,19.78,393.55,30
8.0,6.0,300.0,100.0,1.0,0.005,0.15,0.4667,14,16,0.7079,0.7039,60.43,870.68,30
8.0,6.0,300.0,250.0,1.0,0.005,0.15,0.4667,14,16,0.7079,0.7039,60.43,870.68,30
8.0,2.0,300.0,100.0,0.3,0.005,0.3,0.4667,14,16,0.7117,0.9783,19.78,459.88,30
8.0,2.0,300.0,250.0,0.3,0.005,0.3,0.4667,14,16,0.7117,0.9783,19.78,459.88,30
8.0,4.0,300.0,100.0,1.0,0.005,0.3,0.4667,14,16,0.7288,0.7461,24.65,660.86,30
8.0,4.0,300.0,250.0,1.0,0.005,0.3,0.4667,14,16,0.7288,0.7461,24.65,660.86,30
8.0,4.0,500.0,100.0,0.3,0.02,0.15,0.4667,14,16,0.7307,1.0647,26.47,444.22,30
8.0,4.0,500.0,250.0,0.3,0.02,0.15,0.4667,14,16,0.7307,1.0647,26.47,444.22,30
8.0,4.0,500.0,100.0,1.0,0.02,0.3,0.4667,14,16,0.7403,0.9236,39.77,588.48,30
8.0,4.0,500.0,250.0,1.0,0.02,0.3,0.4667,14,16,0.7403,0.9236,39.77,588.48,30
8.0,4.0,300.0,100.0,0.3,0.005,0.3,0.4667,14,16,0.7665,0.8991,19.76,496.04,30
8.0,4.0,300.0,250.0,0.3,0.005,0.3,0.4667,14,16,0.7665,0.8991,19.76,496.04,30
10.0,6.0,500.0,100.0,1.0,0.005,0.15,0.4667,14,16,0.7718,0.9072,35.32,643.98,30
10.0,6.0,500.0,250.0,1.0,0.005,0.15,0.4667,14,16,0.7718,0.9072,35.32,643.98,30
8.0,2.0,300.0,100.0,1.0,0.005,0.6,0.4667,14,16,0.7754,0.8054,24.55,556.14,30
8.0,2.0,300.0,250.0,1.0,0.005,0.6,0.4667,14,16,0.7754,0.8054,24.55,556.14,30
8.0,6.0,500.0,100.0,1.0,0.005,0.3,0.4667,14,16,0.7848,0.9295,24.65,692.16,30
8.0,6.0,500.0,250.0,1.0,0.005,0.3,0.4667,14,16,0.7848,0.9295,24.65,692.16,30
8.0,6.0,800.0,100.0,0.3,0.02,0.3,0.4667,14,16,0.7887,1.158,29.14,476.22,30
8.0,6.0,800.0,250.0,0.3,0.02,0.3,0.4667,14,16,0.7887,1.158,29.14,476.22,30
8.0,2.0,300.0,100.0,0.3,0.05,0.15,0.4667,14,16,0.8042,0.7362,43.55,454.69,30
8.0,2.0,300.0,250.0,0.3,0.05,0.15,0.4667,14,16,0.8042,0.7362,43.55,454.69,30
8.0,6.0,300.0,100.0,0.3,0.005,0.15,0.4667,14,16,0.8166,0.8439,350.66,481.7,30
8.0,6.0,300.0,250.0,0.3,0.005,0.15,0.4667,14,16,0.8166,0.8439,350.66,481.7,30
10.0,2.0,300.0,100.0,1.0,0.005,0.3,0.4667,14,16,0.8173,0.7293,41.17,558.14,30
10.0,2.0,300.0,250.0,1.0,0.005,0.3,0.4667,14,16,0.8173,0.7293,41.17,558.14,30
8.0,6.0,500.0,100.0,0.3,0.005,0.3,0.4667,14,16,0.828,1.048,174.23,382.9,30
8.0,6.0,500.0,250.0,0.3,0.005,0.3,0.4667,14,16,0.828,1.048,174.23,382.9,30
10.0,4.0,500.0,100.0,1.0,0.005,0.3,0.4667,14,16,0.829,0.9063,41.17,593.15,30
10.0,4.0,500.0,250.0,1.0,0.005,0.3,0.4667,14,16,0.829,0.9063,41.17,593.15,30
6.0,6.0,300.0,100.0,0.3,0.02,0.3,0.4667,14,16,0.8342,0.8775,177.96,820.01,30
6.0,6.0,300.0,250.0,0.3,0.02,0.3,0.4667,14,16,0.8342,0.8775,177.96,820.01,30
8.0,6.0,800.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.848,1.2206,20.43,472.89,30
8.0,6.0,800.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.848,1.2206,20.43,472.89,30
10.0,2.0,500.0,100.0,0.3,0.005,0.15,0.4667,14,16,0.8744,1.1137,314.46,87.06,30
10.0,2.0,500.0,250.0,0.3,0.005,0.15,0.4667,14,16,0.8744,1.1137,314.46,87.06,30
8.0,4.0,500.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.8745,1.0391,21.58,478.24,30
8.0,4.0,500.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.8745,1.0391,21.58,478.24,30
8.0,6.0,500.0,100.0,0.3,0.02,0.3,0.4667,14,16,0.9059,0.9212,184.05,407.09,30
8.0,6.0,500.0,250.0,0.3,0.02,0.3,0.4667,14,16,0.9059,0.9212,184.05,407.09,30
10.0,2.0,800.0,100.0,0.3,0.005,0.3,0.4667,14,16,0.9197,1.225,17.98,115.06,30
10.0,2.0,800.0,250.0,0.3,0.005,0.3,0.4667,14,16,0.9197,1.225,17.98,115.06,30
10.0,4.0,500.0,100.0,0.3,0.005,0.15,0.4667,14,16,0.9217,1.0811,160.01,363.73,30
10.0,4.0,500.0,250.0,0.3,0.005,0.15,0.4667,14,16,0.9217,1.0811,160.01,363.73,30
10.0,2.0,300.0,100.0,1.0,0.005,0.6,0.4667,14,16,0.9258,0.6698,42.28,582.14,30
10.0,2.0,300.0,250.0,1.0,0.005,0.6,0.4667,14,16,0.9258,0.6698,42.28,582.14,30
10.0,4.0,800.0,100.0,0.3,0.005,0.3,0.4667,14,16,0.9297,1.1957,17.98,227.06,30
10.0,4.0,800.0,250.0,0.3,0.005,0.3,0.4667,14,16,0.9297,1.1957,17.98,227.06,30
8.0,4.0,300.0,100.0,0.3,0.005,0.6,0.4667,14,16,0.9735,0.8415,20.91,550.56,30
8.0,4.0,300.0,250.0,0.3,0.005,0.6,0.4667,14,16,0.9735,0.8415,20.91,550.56,30
8.0,6.0,300.0,100.0,0.3,0.02,0.15,0.4667,14,16,0.9948,0.7142,180.92,585.04,30
8.0,6.0,300.0,250.0,0.3,0.02,0.15,0.4667,14,16,0.9948,0.7142,180.92,585.04,30
10.0,2.0,500.0,100.0,0.3,0.02,0.15,0.4667,14,16,1.0036,0.9303,28.52,253.06,30
10.0,2.0,500.0,250.0,0.3,0.02,0.15,0.4667,14,16,1.0036,0.9303,28.52,253.06,30
8.0,6.0,300.0,100.0,0.3,0.005,0.3,0.4667,14,16,1.0054,0.8434,174.21,580.98,30
8.0,6.0,300.0,250.0,0.3,0.005,0.3,0.4667,14,16,1.0054,0.8434,174.21,580.98,30
10.0,2.0,300.0,100.0,0.3,0.02,0.15,0.4667,14,16,1.0432,0.7439,28.99,368.87,30
10.0,2.0,300.0,250.0,0.3,0.02,0.15,0.4667,14,16,1.0432,0.7439,28.99,368.87,30
10.0,6.0,800.0,100.0,0.3,0.005,0.3,0.4667,14,16,1.0624,1.1471,18.67,359.08,30
10.0,6.0,800.0,250.0,0.3,0.005,0.3,0.4667,14,16,1.0624,1.1471,18.67,359.08,30
12.0,2.0,300.0,100.0,0.3,0.005,0.15,0.4667,14,16,1.072,0.7307,41.84,393.54,30
12.0,2.0,300.0,250.0,0.3,0.005,0.15,0.4667,14,16,1.072,0.7307,41.84,393.54,30
8.0,6.0,300.0,100.0,0.3,0.02,0.3,0.4667,14,16,1.1388,0.7368,182.92,640.32,30
8.0,6.0,300.0,250.0,0.3,0.02,0.3,0.4667,14,16,1.1388,0.7368,182.92,640.32,30
10.0,2.0,300.0,100.0,0.3,0.005,0.6,0.4667,14,16,1.143,0.8057,20.99,378.72,30
10.0,2.0,300.0,250.0,0.3,0.005,0.6,0.4667,14,16,1.143,0.8057,20.99,378.72,30
10.0,4.0,300.0,100.0,0.3,0.005,0.3,0.4667,14,16,1.1609,0.7622,18.0,410.89,30
10.0,4.0,300.0,250.0,0.3,0.005,0.3,0.4667,14,16,1.1609,0.7622,18.0,410.89,30
10.0,6.0,300.0,100.0,0.3,0.005,0.3,0.4667,14,16,1.2983,0.7223,18.0,559.6,30
10.0,6.0,300.0,250.0,0.3,0.005,0.3,0.4667,14,16,1.2983,0.7223,18.0,559.6,30
6.0,2.0,800.0,100.0,0.3,0.005,0.15,0.4333,13,17,0.2642,2.0909,14.1,150.09,30
6.0,2.0,800.0,250.0,0.3,0.005,0.15,0.4333,13,17,0.2642,2.0909,14.1,150.09,30
6.0,2.0,800.0,100.0,0.3,0.02,0.15,0.4333,13,17,0.2736,1.6756,22.16,151.43,30
6.0,2.0,800.0,250.0,0.3,0.02,0.15,0.4333,13,17,0.2736,1.6756,22.16,151.43,30
6.0,2.0,800.0,100.0,0.3,0.005,0.3,0.4333,13,17,0.2855,1.9695,17.54,151.92,30
6.0,2.0,800.0,250.0,0.3,0.005,0.3,0.4333,13,17,0.2855,1.9695,17.54,151.92,30
6.0,4.0,800.0,100.0,0.3,0.005,0.15,0.4333,13,17,0.2935,1.9102,15.61,177.92,30
6.0,4.0,800.0,250.0,0.3,0.005,0.15,0.4333,13,17,0.2935,1.9102,15.61,177.92,30
8.0,2.0,800.0,100.0,1.0,0.005,0.3,0.4333,13,17,0.376,1.3153,24.16,230.48,30
8.0,2.0,800.0,250.0,1.0,0.005,0.3,0.4333,13,17,0.376,1.3153,24.16,230.48,30
8.0,2.0,800.0,100.0,1.0,0.02,0.15,0.4333,13,17,0.3822,1.2615,34.48,227.06,30
8.0,2.0,800.0,250.0,1.0,0.02,0.15,0.4333,13,17,0.3822,1.2615,34.48,227.06,30
6.0,4.0,300.0,100.0,1.0,0.005,0.15,0.4333,13,17,0.3826,0.886,75.79,761.9,30
6.0,4.0,300.0,250.0,1.0,0.005,0.15,0.4333,13,17,0.3826,0.886,75.79,761.9,30
6.0,4.0,500.0,100.0,0.3,0.005,0.15,0.4333,13,17,0.3853,1.6153,16.73,601.92,30
6.0,4.0,500.0,250.0,0.3,0.005,0.15,0.4333,13,17,0.3853,1.6153,16.73,601.92,30
10.0,2.0,800.0,100.0,1.0,0.005,0.15,0.4333,13,17,0.3888,1.2942,36.18,119.33,30
10.0,2.0,800.0,250.0,1.0,0.005,0.15,0.4333,13,17,0.3888,1.2942,36.18,119.33,30
8.0,2.0,800.0,100.0,1.0,0.02,0.3,0.4333,13,17,0.3904,1.2651,38.62,230.48,30
8.0,2.0,800.0,250.0,1.0,0.02,0.3,0.4333,13,17,0.3904,1.2651,38.62,230.48,30
8.0,4.0,800.0,100.0,1.0,0.005,0.3,0.4333,13,17,0.396,1.2706,24.18,250.48,30
8.0,4.0,800.0,250.0,1.0,0.005,0.3,0.4333,13,17,0.396,1.2706,24.18,250.48,30
8.0,4.0,800.0,100.0,1.0,0.02,0.15,0.4333,13,17,0.4003,1.2056,33.82,245.82,30
8.0,4.0,800.0,250.0,1.0,0.02,0.15,0.4333,13,17,0.4003,1.2056,33.82,245.82,30
8.0,2.0,800.0,100.0,1.0,0.005,0.6,0.4333,13,17,0.4017,1.305,23.86,206.48,30
8.0,2.0,800.0,250.0,1.0,0.005,0.6,0.4333,13,17,0.4017,1.305,23.86,206.48,30
10.0,4.0,800.0,100.0,1.0,0.005,0.15,0.4333,13,17,0.4127,1.2367,34.85,246.48,30
10.0,4.0,800.0,250.0,1.0,0.005,0.15,0.4333,13,17,0.4127,1.2367,34.85,246.48,30
10.0,2.0,800.0,100.0,1.0,0.005,0.3,0.4333,13,17,0.4425,1.2118,40.01,231.15,30
10.0,2.0,800.0,250.0,1.0,0.005,0.3,0.4333,13,17,0.4425,1.2118,40.01,231.15,30
8.0,2.0,500.0,100.0,1.0,0.02,0.6,0.4333,13,17,0.4663,1.0243,43.1,273.82,30
8.0,2.0,500.0,250.0,1.0,0.02,0.6,0.4333,13,17,0.4663,1.0243,43.1,273.82,30
8.0,4.0,800.0,100.0,1.0,0.02,0.3,0.4333,13,17,0.5004,1.2251,39.97,339.15,30
8.0,4.0,800.0,250.0,1.0,0.02,0.3,0.4333,13,17,0.5004,1.2251,39.97,339.15,30
6.0,2.0,500.0,100.0,0.3,0.05,0.15,0.4333,13,17,0.5125,1.1638,37.81,333.99,30
6.0,2.0,500.0,250.0,0.3,0.05,0.15,0.4333,13,17,0.5125,1.1638,37.81,333.99,30
8.0,4.0,800.0,100.0,1.0,0.005,0.6,0.4333,13,17,0.5317,1.2157,23.86,336.48,30
8.0,4.0,800.0,250.0,1.0,0.005,0.6,0.4333,13,17,0.5317,1.2157,23.86,336.48,30
10.0,4.0,800.0,100.0,1.0,0.005,0.3,0.4333,13,17,0.5565,1.1445,40.7,344.48,30
10.0,4.0,800.0,250.0,1.0,0.005,0.3,0.4333,13,17,0.5565,1.1445,40.7,344.48,30
6.0,2.0,500.0,100.0,0.3,0.05,0.3,0.4333,13,17,0.5641,1.1615,40.15,402.66,30
6.0,2.0,500.0,250.0,0.3,0.05,0.3,0.4333,13,17,0.5641,1.1615,40.15,402.66,30
6.0,6.0,300.0,100.0,1.0,0.005,0.15,0.4333,13,17,0.5688,0.8368,111.12,883.42,30
6.0,6.0,300.0,250.0,1.0,0.005,0.15,0.4333,13,17,0.5688,0.8368,111.12,883.42,30
8.0,2.0,800.0,100.0,0.3,0.02,0.15,0.4333,13,17,0.5902,1.3835,26.45,117.06,30
8.0,2.0,800.0,250.0,0.3,0.02,0.15,0.4333,13,17,0.5902,1.3835,26.45,117.06,30
8.0,2.0,800.0,100.0,0.3,0.005,0.3,0.4333,13,17,0.5925,1.4672,18.94,116.89,30
8.0,2.0,800.0,250.0,0.3,0.005,0.3,0.4333,13,17,0.5925,1.4672,18.94,116.89,30
8.0,4.0,800.0,100.0,0.3,0.02,0.15,0.4333,13,17,0.5947,1.3327,27.14,120.89,30
8.0,4.0,800.0,250.0,0.3,0.02,0.15,0.4333,13,17,0.5947,1.3327,27.14,120.89,30
8.0,4.0,800.0,100.0,0.3,0.005,0.3,0.4333,13,17,0.612,1.4106,19.76,237.55,30
8.0,4.0,800.0,250.0,0.3,0.005,0.3,0.4333,13,17,0.612,1.4106,19.76,237.55,30
6.0,4.0,500.0,100.0,0.3,0.05,0.15,0.4333,13,17,0.627,1.0896,37.81,567.82,30
6.0,4.0,500.0,250.0,0.3,0.05,0.15,0.4333,13,17,0.627,1.0896,37.81,567.82,30
10.0,2.0,800.0,100.0,1.0,0.005,0.6,0.4333,13,17,0.6327,1.0881,41.59,211.15,30
10.0,2.0,800.0,250.0,1.0,0.005,0.6,0.4333,13,17,0.6327,1.0881,41.59,211.15,30
10.0,2.0,500.0,100.0,1.0,0.02,0.15,0.4333,13,17,0.6404,0.9384,55.1,453.99,30
10.0,2.0,500.0,250.0,1.0,0.02,0.15,0.4333,13,17,0.6404,0.9384,55.1,453.99,30
8.0,6.0,800.0,100.0,0.3,0.02,0.15,0.4333,13,17,0.6687,1.278,27.14,378.9,30
8.0,6.0,800.0,250.0,0.3,0.02,0.15,0.4333,13,17,0.6687,1.278,27.14,378.9,30
6.0,6.0,300.0,100.0,1.0,0.02,0.15,0.4333,13,17,0.6734,0.7854,94.56,983.92,30
6.0,6.0,300.0,250.0,1.0,0.02,0.15,0.4333,13,17,0.6734,0.7854,94.56,983.92,30
6.0,4.0,300.0,100.0,1.0,0.02,0.6,0.4333,13,17,0.6781,0.8374,34.88,846.91,30
6.0,4.0,300.0,250.0,1.0,0.02,0.6,0.4333,13,17,0.6781,0.8374,34.88,846.91,30
6.0,6.0,300.0,100.0,0.3,0.005,0.3,0.4333,13,17,0.6859,1.0273,174.61,802.68,30
6.0,6.0,300.0,250.0,0.3,0.005,0.3,0.4333,13,17,0.6859,1.0273,174.61,802.68,30
6.0,6.0,500.0,100.0,1.0,0.02,0.6,0.4333,13,17,0.6901,0.9541,71.99,863.12,30
6.0,6.0,500.0,250.0,1.0,0.02,0.6,0.4333,13,17,0.6901,0.9541,71.99,863.12,30
6.0,4.0,500.0,100.0,0.3,0.05,0.3,0.4333,13,17,0.6984,1.1011,40.62,600.48,30
6.0,4.0,500.0,250.0,0.3,0.05,0.3,0.4333,13,17,0.6984,1.1011,40.62,600.48,30
8.0,6.0,800.0,100.0,0.3,0.005,0.3,0.4333,13,17,0.7047,1.352,20.45,470.24,30
8.0,6.0,800.0,250.0,0.3,0.005,0.3,0.4333,13,17,0.7047,1.352,20.45,470.24,30
12.0,2.0,500.0,100.0,1.0,0.005,0.3,0.4333,13,17,0.7072,0.8546,66.09,363.15,30
12.0,2.0,500.0,250.0,1.0,0.005,0.3,0.4333,13,17,0.7072,0.8546,66.09,363.15,30
6.0,2.0,300.0,100.0,0.3,0.05,0.3,0.4333,13,17,0.7238,0.9118,40.62,569.82,30
6.0,2.0,300.0,250.0,0.3,0.05,0.3,0.4333,13,17,0.7238,0.9118,40.62,569.82,30
8.0,6.0,800.0,100.0,1.0,0.02,0.3,0.4333,13,17,0.7298,1.1244,192.64,477.81,30
8.0,6.0,800.0,250.0,1.0,0.02,0.3,0.4333,13,17,0.7298,1.1244,192.64,477.81,30
8.0,6.0,500.0,100.0,1.0,0.02,0.15,0.4333,13,17,0.7351,0.8618,33.62,726.97,30
8.0,6.0,500.0,250.0,1.0,0.02,0.15,0.4333,13,17,0.7351,0.8618,33.62,726.97,30
8.0,4.0,300.0,100.0,0.3,0.02,0.15,0.4333,13,17,0.7498,0.8212,180.92,363.38,30
8.0,4.0,300.0,250.0,0.3,0.02,0.15,0.4333,13,17,0.7498,0.8212,180.92,363.38,30
10.0,4.0,500.0,100.0,1.0,0.02,0.15,0.4333,13,17,0.7536,0.8743,55.1,567.15,30
10.0,4.0,500.0,250.0,1.0,0.02,0.15,0.4333,13,17,0.7536,0.8743,55.1,567.15,30
8.0,2.0,500.0,100.0,0.3,0.05,0.15,0.4333,13,17,0.7591,0.9324,43.55,333.55,30
8.0,2.0,500.0,250.0,0.3,0.05,0.15,0.4333,13,17,0.7591,0.9324,43.55,333.55,30
10.0,4.0,800.0,100.0,1.0,0.005,0.6,0.4333,13,17,0.7641,1.0461,41.59,342.48,30
10.0,4.0,800.0,250.0,1.0,0.005,0.6,0.4333,13,17,0.7641,1.0461,41.59,342.48,30
10.0,2.0,300.0,100.0,1.0,0.02,0.15,0.4333,13,17,0.7686,0.6812,55.1,563.48,30
10.0,2.0,300.0,250.0,1.0,0.02,0.15,0.4333,13,17,0.7686,0.6812,55.1,563.48,30
8.0,2.0,300.0,100.0,1.0,0.02,0.6,0.4333,13,17,0.7739,0.7686,42.44,554.81,30
8.0,2.0,300.0,250.0,1.0,0.02,0.6,0.4333,13,17,0.7739,0.7686,42.44,554.81,30
12.0,2.0,500.0,100.0,1.0,0.005,0.15,0.4333,13,17,0.7869,0.8442,63.57,445.33,30
12.0,2.0,500.0,250.0,1.0,0.005,0.15,0.4333,13,17,0.7869,0.8442,63.57,445.33,30
6.0,4.0,300.0,100.0,0.3,0.05,0.3,0.4333,13,17,0.8183,0.8576,40.62,720.31,30
6.0,4.0,300.0,250.0,0.3,0.05,0.3,0.4333,13,17,0.8183,0.8576,40.62,720.31,30
12.0,2.0,500.0,100.0,1.0,0.005,0.6,0.4333,13,17,0.8236,0.8423,71.8,371.82,30
12.0,2.0,500.0,250.0,1.0,0.005,0.6,0.4333,13,17,0.8236,0.8423,71.8,371.82,30
8.0,6.0,500.0,100.0,0.3,0.02,0.15,0.4333,13,17,0.8261,0.9941,145.58,469.76,30
8.0,6.0,500.0,250.0,0.3,0.02,0.15,0.4333,13,17,0.8261,0.9941,145.58,469.76,30
8.0,6.0,800.0,100.0,1.0,0.005,0.6,0.4333,13,17,0.8283,1.1283,24.55,631.13,30
8.0,6.0,800.0,250.0,1.0,0.005,0.6,0.4333,13,17,0.8283,1.1283,24.55,631.13,30
8.0,4.0,500.0,100.0,1.0,0.005,0.6,0.4333,13,17,0.8327,0.9507,24.55,634.81,30
8.0,4.0,500.0,250.0,1.0,0.005,0.6,0.4333,13,17,0.8327,0.9507,24.55,634.81,30
10.0,2.0,800.0,100.0,0.3,0.005,0.15,0.4333,13,17,0.8396,1.4069,159.17,117.06,30
10.0,2.0,800.0,250.0,0.3,0.005,0.15,0.4333,13,17,0.8396,1.4069,159.17,117.06,30
10.0,4.0,800.0,100.0,0.3,0.005,0.15,0.4333,13,17,0.8424,1.3671,160.68,118.4,30
10.0,4.0,800.0,250.0,0.3,0.005,0.15,0.4333,13,17,0.8424,1.3671,160.68,118.4,30
10.0,6.0,800.0,100.0,1.0,0.005,0.3,0.4333,13,17,0.8585,1.0725,194.03,480.48,30
10.0,6.0,800.0,250.0,1.0,0.005,0.3,0.4333,13,17,0.8585,1.0725,194.03,480.48,30
8.0,6.0,500.0,100.0,1.0,0.02,0.3,0.4333,13,17,0.8593,0.872,77.55,702.2,30
8.0,6.0,500.0,250.0,1.0,0.02,0.3,0.4333,13,17,0.8593,0.872,77.55,702.2,30
8.0,2.0,300.0,100.0,0.3,0.02,0.6,0.4333,13,17,0.8678,0.8612,30.94,463.55,30
8.0,2.0,300.0,250.0,0.3,0.02,0.6,0.4333,13,17,0.8678,0.8612,30.94,463.55,30
10.0,4.0,300.0,100.0,1.0,0.005,0.15,0.4333,13,17,0.8703,0.693,35.32,729.06,30
10.0,4.0,300.0,250.0,1.0,0.005,0.15,0.4333,13,17,0.8703,0.693,35.32,729.06,30
6.0,6.0,300.0,100.0,0.3,0.005,0.6,0.4333,13,17,0.8762,0.8869,22.18,996.01,30
6.0,6.0,300.0,250.0,0.3,0.005,0.6,0.4333,13,17,0.8762,0.8869,22.18,996.01,30
8.0,6.0,300.0,100.0,1.0,0.02,0.15,0.4333,13,17,0.9007,0.6534,88.73,833.12,30
8.0,6.0,300.0,250.0,1.0,0.02,0.15,0.4333,13,17,0.9007,0.6534,88.73,833.12,30
12.0,2.0,300.0,100.0,1.0,0.005,0.15,0.4333,13,17,0.9152,0.6305,63.57,554.96,30
12.0,2.0,300.0,250.0,1.0,0.005,0.15,0.4333,13,17,0.9152,0.6305,63.57,554.96,30
10.0,6.0,800.0,100.0,0.3,0.005,0.15,0.4333,13,17,0.9169,1.3016,160.68,367.57,30
10.0,6.0,800.0,250.0,0.3,0.005,0.15,0.4333,13,17,0.9169,1.3016,160.68,367.57,30
6.0,6.0,300.0,100.0,0.3,0.05,0.15,0.4333,13,17,0.9231,0.7938,192.25,764.64,30
