open_margin_db,close_margin_db,release_ms,hold_ms,noise_ema_tc_closed,cutoff_hz,pass_rate,passed,failed,mean_missed_speech,mean_false_open,mean_start_delay_ms,mean_early_close_ms,total_scenarios
6.0,4.0,500.0,250.0,0.3,200.0,0.3333,5,10,0.4757,1.2834,12.51,1045.3,15
6.0,2.0,500.0,100.0,0.3,80.0,0.3333,5,10,0.479,1.428,10.49,1041.3,15
6.0,2.0,500.0,100.0,0.3,120.0,0.3333,5,10,0.479,1.4413,10.49,1041.3,15
6.0,2.0,500.0,250.0,0.3,80.0,0.3333,5,10,0.479,1.428,10.49,1041.3,15
6.0,2.0,500.0,250.0,0.3,120.0,0.3333,5,10,0.479,1.4413,10.49,1041.3,15
6.0,4.0,500.0,100.0,0.3,120.0,0.3333,5,10,0.4824,1.354,12.51,1051.97,15
6.0,4.0,500.0,250.0,0.3,120.0,0.3333,5,10,0.4824,1.354,12.51,1051.97,15
6.0,2.0,300.0,100.0,0.3,80.0,0.3333,5,10,0.5025,1.2808,357.85,1095.97,15
6.0,2.0,300.0,250.0,0.3,80.0,0.3333,5,10,0.5025,1.2808,357.85,1095.97,15
6.0,4.0,500.0,100.0,0.3,80.0,0.3333,5,10,0.5217,1.3813,10.49,1051.97,15
6.0,4.0,500.0,250.0,0.3,80.0,0.3333,5,10,0.5217,1.3813,10.49,1051.97,15
8.0,4.0,500.0,100.0,0.3,200.0,0.3333,5,10,0.5357,1.1394,60.31,1051.97,15
8.0,4.0,500.0,250.0,0.3,200.0,0.3333,5,10,0.5357,1.1394,60.31,1051.97,15
8.0,2.0,300.0,100.0,0.3,200.0,0.3333,5,10,0.5578,1.1108,367.87,1086.63,15
8.0,2.0,300.0,250.0,0.3,200.0,0.3333,5,10,0.5578,1.1108,367.87,1086.63,15
6.0,4.0,300.0,100.0,0.3,80.0,0.3333,5,10,0.5607,1.0697,364.14,1099.97,15
6.0,4.0,300.0,250.0,0.3,80.0,0.3333,5,10,0.5607,1.0697,364.14,1099.97,15
8.0,2.0,500.0,100.0,0.3,200.0,0.3333,5,10,0.5637,1.2834,16.51,1041.3,15
8.0,2.0,500.0,250.0,0.3,200.0,0.3333,5,10,0.5637,1.2834,16.51,1041.3,15
8.0,4.0,500.0,100.0,0.3,120.0,0.3333,5,10,0.5782,1.2045,60.31,1051.97,15
8.0,4.0,500.0,250.0,0.3,120.0,0.3333,5,10,0.5782,1.2045,60.31,1051.97,15
8.0,4.0,500.0,100.0,0.3,80.0,0.3333,5,10,0.5788,1.1291,58.29,1051.97,15
8.0,4.0,500.0,250.0,0.3,80.0,0.3333,5,10,0.5788,1.1291,58.29,1051.97,15
12.0,2.0,800.0,100.0,1.0,120.0,0.3333,5,10,0.5801,0.8251,73.1,293.65,15
12.0,2.0,800.0,250.0,1.0,120.0,0.3333,5,10,0.5801,0.8251,73.1,293.65,15
12.0,2.0,800.0,100.0,1.0,80.0,0.3333,5,10,0.5814,0.7558,74.43,293.65,15
12.0,2.0,800.0,250.0,1.0,80.0,0.3333,5,10,0.5814,0.7558,74.43,293.65,15
6.0,6.0,500.0,100.0,0.3,80.0,0.3333,5,10,0.5888,1.2485,56.31,1266.63,15
6.0,6.0,500.0,100.0,0.3,120.0,0.3333,5,10,0.5888,1.1832,56.31,1266.63,15
6.0,6.0,500.0,250.0,0.3,80.0,0.3333,5,10,0.5888,1.2485,56.31,1266.63,15
6.0,6.0,500.0,250.0,0.3,120.0,0.3333,5,10,0.5888,1.1832,56.31,1266.63,15
8.0,2.0,300.0,100.0,0.3,80.0,0.3333,5,10,0.5943,1.0939,365.85,1095.97,15
8.0,2.0,300.0,250.0,0.3,80.0,0.3333,5,10,0.5943,1.0939,365.85,1095.97,15
8.0,2.0,300.0,100.0,0.3,120.0,0.3333,5,10,0.5963,1.1253,367.87,1095.97,15
8.0,2.0,300.0,250.0,0.3,120.0,0.3333,5,10,0.5963,1.1253,367.87,1095.97,15
8.0,2.0,500.0,100.0,0.3,80.0,0.3333,5,10,0.6055,1.2598,58.29,1041.3,15
8.0,2.0,500.0,100.0,0.3,120.0,0.3333,5,10,0.6055,1.2891,58.29,1041.3,15
8.0,2.0,500.0,250.0,0.3,80.0,0.3333,5,10,0.6055,1.2598,58.29,1041.3,15
8.0,2.0,500.0,250.0,0.3,120.0,0.3333,5,10,0.6055,1.2891,58.29,1041.3,15
12.0,4.0,800.0,100.0,1.0,120.0,0.3333,5,10,0.6214,0.7798,73.1,357.65,15
12.0,4.0,800.0,250.0,1.0,120.0,0.3333,5,10,0.6214,0.7798,73.1,357.65,15
12.0,4.0,800.0,100.0,1.0,80.0,0.3333,5,10,0.6241,0.7078,74.43,358.99,15
12.0,4.0,800.0,250.0,1.0,80.0,0.3333,5,10,0.6241,0.7078,74.43,358.99,15
8.0,6.0,500.0,100.0,0.3,120.0,0.3333,5,10,0.6846,1.035,60.31,1265.3,15
8.0,6.0,500.0,250.0,0.3,120.0,0.3333,5,10,0.6846,1.035,60.31,1265.3,15
8.0,6.0,500.0,100.0,0.3,80.0,0.3333,5,10,0.686,1.023,60.31,1266.63,15
8.0,6.0,500.0,250.0,0.3,80.0,0.3333,5,10,0.686,1.023,60.31,1266.63,15
8.0,4.0,300.0,100.0,1.0,80.0,0.3333,5,10,0.8051,0.6048,125.14,1748.41,15
8.0,4.0,300.0,250.0,1.0,80.0,0.3333,5,10,0.8051,0.6048,125.14,1748.41,15
12.0,6.0,800.0,100.0,1.0,120.0,0.3333,5,10,0.8182,0.7605,73.1,554.43,15
12.0,6.0,800.0,250.0,1.0,120.0,0.3333,5,10,0.8182,0.7605,73.1,554.43,15
12.0,6.0,800.0,100.0,1.0,80.0,0.3333,5,10,0.8195,0.6485,74.43,554.43,15
12.0,6.0,800.0,250.0,1.0,80.0,0.3333,5,10,0.8195,0.6485,74.43,554.43,15
6.0,6.0,300.0,100.0,1.0,200.0,0.3333,5,10,0.8331,0.6808,670.47,1553.75,15
6.0,6.0,300.0,250.0,1.0,200.0,0.3333,5,10,0.8331,0.6808,670.47,1553.75,15
10.0,2.0,500.0,100.0,0.3,120.0,0.3333,5,10,0.8335,1.1731,39.82,966.43,15
10.0,2.0,500.0,250.0,0.3,120.0,0.3333,5,10,0.8335,1.1731,39.82,966.43,15
10.0,2.0,500.0,100.0,0.3,200.0,0.3333,5,10,0.8342,1.1445,40.51,966.43,15
10.0,2.0,500.0,250.0,0.3,200.0,0.3333,5,10,0.8342,1.1445,40.51,966.43,15
10.0,2.0,500.0,100.0,0.3,80.0,0.3333,5,10,0.8348,1.1198,41.15,966.43,15
10.0,2.0,500.0,250.0,0.3,80.0,0.3333,5,10,0.8348,1.1198,41.15,966.43,15
6.0,6.0,300.0,100.0,1.0,80.0,0.3333,5,10,0.8371,0.7034,671.81,1500.41,15
6.0,6.0,300.0,100.0,1.0,120.0,0.3333,5,10,0.8371,0.6594,671.81,1500.41,15
6.0,6.0,300.0,250.0,1.0,80.0,0.3333,5,10,0.8371,0.7034,671.81,1500.41,15
6.0,6.0,300.0,250.0,1.0,120.0,0.3333,5,10,0.8371,0.6594,671.81,1500.41,15
10.0,4.0,500.0,100.0,0.3,200.0,0.3333,5,10,0.8675,1.0005,40.51,970.43,15
10.0,4.0,500.0,250.0,0.3,200.0,0.3333,5,10,0.8675,1.0005,40.51,970.43,15
10.0,4.0,500.0,100.0,0.3,80.0,0.3333,5,10,0.8681,1.0758,41.15,970.43,15
10.0,4.0,500.0,250.0,0.3,80.0,0.3333,5,10,0.8681,1.0758,41.15,970.43,15
10.0,4.0,500.0,100.0,0.3,120.0,0.3333,5,10,0.8688,1.0912,41.84,970.43,15
10.0,4.0,500.0,250.0,0.3,120.0,0.3333,5,10,0.8688,1.0912,41.84,970.43,15
10.0,2.0,300.0,100.0,0.3,120.0,0.3333,5,10,0.8976,0.9986,350.73,1007.77,15
10.0,2.0,300.0,250.0,0.3,120.0,0.3333,5,10,0.8976,0.9986,350.73,1007.77,15
10.0,2.0,300.0,100.0,0.3,80.0,0.3333,5,10,0.8996,1.0139,350.05,1007.77,15
10.0,2.0,300.0,250.0,0.3,80.0,0.3333,5,10,0.8996,1.0139,350.05,1007.77,15
10.0,2.0,300.0,100.0,0.3,200.0,0.3333,5,10,0.9043,0.9853,349.4,1007.77,15
10.0,2.0,300.0,250.0,0.3,200.0,0.3333,5,10,0.9043,0.9853,349.4,1007.77,15
8.0,6.0,300.0,100.0,0.3,80.0,0.3333,5,10,0.9426,0.7556,650.81,1436.41,15
8.0,6.0,300.0,250.0,0.3,80.0,0.3333,5,10,0.9426,0.7556,650.81,1436.41,15
8.0,6.0,300.0,100.0,1.0,200.0,0.3333,5,10,1.0011,0.6461,427.81,1812.41,15
8.0,6.0,300.0,250.0,1.0,200.0,0.3333,5,10,1.0011,0.6461,427.81,1812.41,15
8.0,6.0,300.0,100.0,1.0,80.0,0.3333,5,10,1.0078,0.5488,427.81,1756.41,15
8.0,6.0,300.0,100.0,1.0,120.0,0.3333,5,10,1.0078,0.6088,427.81,1756.41,15
8.0,6.0,300.0,250.0,1.0,80.0,0.3333,5,10,1.0078,0.5488,427.81,1756.41,15
8.0,6.0,300.0,250.0,1.0,120.0,0.3333,5,10,1.0078,0.6088,427.81,1756.41,15
10.0,6.0,500.0,100.0,1.0,80.0,0.3333,5,10,1.0407,0.5243,45.56,1420.44,15
10.0,6.0,500.0,250.0,1.0,80.0,0.3333,5,10,1.0407,0.5243,45.56,1420.44,15
10.0,6.0,500.0,100.0,0.3,120.0,0.3333,5,10,1.0568,0.9325,299.17,989.3,15
10.0,6.0,500.0,250.0,0.3,120.0,0.3333,5,10,1.0568,0.9325,299.17,989.3,15
10.0,6.0,500.0,100.0,0.3,80.0,0.3333,5,10,1.0582,0.9912,300.51,989.3,15
10.0,6.0,500.0,250.0,0.3,80.0,0.3333,5,10,1.0582,0.9912,300.51,989.3,15
10.0,4.0,300.0,100.0,0.3,80.0,0.3333,5,10,1.1639,0.8049,613.67,967.11,15
10.0,4.0,300.0,250.0,0.3,80.0,0.3333,5,10,1.1639,0.8049,613.67,967.11,15
12.0,2.0,800.0,100.0,0.3,200.0,0.3333,5,10,1.1828,1.2118,675.82,293.65,15
12.0,2.0,800.0,250.0,0.3,200.0,0.3333,5,10,1.1828,1.2118,675.82,293.65,15
10.0,6.0,300.0,100.0,1.0,200.0,0.3333,5,10,1.3151,0.5308,521.12,1724.21,15
10.0,6.0,300.0,250.0,1.0,200.0,0.3333,5,10,1.3151,0.5308,521.12,1724.21,15
10.0,6.0,300.0,100.0,1.0,120.0,0.3333,5,10,1.3271,0.3694,522.45,1668.21,15
10.0,6.0,300.0,250.0,1.0,120.0,0.3333,5,10,1.3271,0.3694,522.45,1668.21,15
10.0,6.0,300.0,100.0,0.3,120.0,0.3333,5,10,1.3463,0.6727,612.34,1312.21,15
10.0,6.0,300.0,250.0,0.3,120.0,0.3333,5,10,1.3463,0.6727,612.34,1312.21,15
10.0,6.0,300.0,100.0,0.3,80.0,0.3333,5,10,1.3477,0.658,613.67,1312.21,15
10.0,6.0,300.0,250.0,0.3,80.0,0.3333,5,10,1.3477,0.658,613.67,1312.21,15
12.0,2.0,500.0,100.0,0.3,200.0,0.3333,5,10,1.3808,1.0032,677.84,638.99,15
12.0,2.0,500.0,250.0,0.3,200.0,0.3333,5,10,1.3808,1.0032,677.84,638.99,15
12.0,4.0,800.0,100.0,0.3,200.0,0.3333,5,10,1.4081,1.1651,675.82,541.65,15
12.0,4.0,800.0,250.0,0.3,200.0,0.3333,5,10,1.4081,1.1651,675.82,541.65,15
12.0,6.0,800.0,100.0,0.3,200.0,0.3333,5,10,1.4333,1.0729,675.82,566.79,15
12.0,6.0,800.0,250.0,0.3,200.0,0.3333,5,10,1.4333,1.0729,675.82,566.79,15
12.0,2.0,300.0,100.0,0.3,200.0,0.3333,5,10,1.4389,0.8413,986.73,661.1,15
12.0,2.0,300.0,250.0,0.3,200.0,0.3333,5,10,1.4389,0.8413,986.73,661.1,15
12.0,4.0,500.0,100.0,0.3,200.0,0.3333,5,10,1.5048,0.8818,677.84,709.65,15
12.0,4.0,500.0,250.0,0.3,200.0,0.3333,5,10,1.5048,0.8818,677.84,709.65,15
12.0,6.0,300.0,100.0,1.0,200.0,0.3333,5,10,1.7644,0.3668,837.12,1500.21,15
12.0,6.0,300.0,250.0,1.0,200.0,0.3333,5,10,1.7644,0.3668,837.12,1500.21,15
12.0,6.0,300.0,100.0,0.3,200.0,0.3333,5,10,1.9557,0.562,991.01,1282.88,15
12.0,6.0,300.0,250.0,0.3,200.0,0.3333,5,10,1.9557,0.562,991.01,1282.88,15
12.0,6.0,300.0,100.0,0.3,120.0,0.3333,5,10,1.9577,0.5387,991.01,1283.61,15
12.0,6.0,300.0,250.0,0.3,120.0,0.3333,5,10,1.9577,0.5387,991.01,1283.61,15
8.0,6.0,300.0,100.0,0.3,120.0,0.2667,4,11,0.9346,0.8276,650.81,1432.41,15
8.0,6.0,300.0,250.0,0.3,120.0,0.2667,4,11,0.9346,0.8276,650.81,1432.41,15
12.0,2.0,500.0,100.0,1.0,120.0,0.2667,4,11,1.0152,0.6282,76.45,965.1,15
12.0,2.0,500.0,250.0,1.0,120.0,0.2667,4,11,1.0152,0.6282,76.45,965.1,15
12.0,2.0,500.0,100.0,1.0,80.0,0.2667,4,11,1.0166,0.5802,77.79,965.1,15
12.0,2.0,500.0,250.0,1.0,80.0,0.2667,4,11,1.0166,0.5802,77.79,965.1,15
12.0,2.0,300.0,100.0,1.0,120.0,0.2667,4,11,1.0602,0.4692,76.45,1559.77,15
12.0,2.0,300.0,250.0,1.0,120.0,0.2667,4,11,1.0602,0.4692,76.45,1559.77,15
12.0,2.0,300.0,100.0,1.0,80.0,0.2667,4,11,1.0629,0.3666,77.79,1559.77,15
12.0,2.0,300.0,250.0,1.0,80.0,0.2667,4,11,1.0629,0.3666,77.79,1559.77,15
12.0,4.0,500.0,100.0,1.0,120.0,0.2667,4,11,1.0912,0.5882,76.45,1182.43,15
12.0,4.0,500.0,250.0,1.0,120.0,0.2667,4,11,1.0912,0.5882,76.45,1182.43,15
12.0,4.0,500.0,100.0,1.0,80.0,0.2667,4,11,1.0926,0.5389,77.79,1182.43,15
12.0,4.0,500.0,250.0,1.0,80.0,0.2667,4,11,1.0926,0.5389,77.79,1182.43,15
10.0,4.0,300.0,100.0,1.0,80.0,0.2667,4,11,1.1164,0.3254,354.45,1401.55,15
10.0,4.0,300.0,250.0,1.0,80.0,0.2667,4,11,1.1164,0.3254,354.45,1401.55,15
12.0,2.0,800.0,100.0,0.3,120.0,0.2667,4,11,1.1871,1.1307,680.09,293.65,15
12.0,2.0,800.0,250.0,0.3,120.0,0.2667,4,11,1.1871,1.1307,680.09,293.65,15
12.0,6.0,500.0,100.0,1.0,120.0,0.2667,4,11,1.2562,0.5172,76.45,1383.77,15
12.0,6.0,500.0,250.0,1.0,120.0,0.2667,4,11,1.2562,0.5172,76.45,1383.77,15
12.0,4.0,300.0,100.0,1.0,120.0,0.2667,4,11,1.2582,0.4072,385.35,1365.77,15
12.0,4.0,300.0,250.0,1.0,120.0,0.2667,4,11,1.2582,0.4072,385.35,1365.77,15
10.0,6.0,300.0,100.0,1.0,80.0,0.2667,4,11,1.3364,0.3068,517.12,1681.55,15
10.0,6.0,300.0,250.0,1.0,80.0,0.2667,4,11,1.3364,0.3068,517.12,1681.55,15
12.0,2.0,500.0,100.0,0.3,120.0,0.2667,4,11,1.3831,0.9867,680.09,638.99,15
12.0,2.0,500.0,250.0,0.3,120.0,0.2667,4,11,1.3831,0.9867,680.09,638.99,15
12.0,2.0,800.0,100.0,0.3,80.0,0.2667,4,11,1.3973,1.0036,676.99,293.65,15
12.0,2.0,800.0,250.0,0.3,80.0,0.2667,4,11,1.3973,1.0036,676.99,293.65,15
12.0,4.0,800.0,100.0,0.3,120.0,0.2667,4,11,1.4124,1.1054,680.09,541.65,15
12.0,4.0,800.0,250.0,0.3,120.0,0.2667,4,11,1.4124,1.1054,680.09,541.65,15
12.0,2.0,300.0,100.0,0.3,120.0,0.2667,4,11,1.4365,0.8229,991.01,661.1,15
12.0,2.0,300.0,250.0,0.3,120.0,0.2667,4,11,1.4365,0.8229,991.01,661.1,15
12.0,6.0,800.0,100.0,0.3,120.0,0.2667,4,11,1.4375,1.0292,680.09,566.79,15
12.0,6.0,800.0,250.0,0.3,120.0,0.2667,4,11,1.4375,1.0292,680.09,566.79,15
12.0,4.0,500.0,100.0,0.3,120.0,0.2667,4,11,1.5171,0.9274,682.11,709.65,15
12.0,4.0,500.0,250.0,0.3,120.0,0.2667,4,11,1.5171,0.9274,682.11,709.65,15
12.0,4.0,800.0,100.0,0.3,80.0,0.2667,4,11,1.6226,0.9916,676.99,541.65,15
12.0,4.0,800.0,250.0,0.3,80.0,0.2667,4,11,1.6226,0.9916,676.99,541.65,15
12.0,6.0,500.0,100.0,0.3,120.0,0.2667,4,11,1.6289,0.7792,682.11,882.79,15
12.0,6.0,500.0,250.0,0.3,120.0,0.2667,4,11,1.6289,0.7792,682.11,882.79,15
12.0,6.0,800.0,100.0,0.3,80.0,0.2667,4,11,1.6478,0.9528,676.99,566.79,15
12.0,6.0,800.0,250.0,0.3,80.0,0.2667,4,11,1.6478,0.9528,676.99,566.79,15
12.0,4.0,300.0,100.0,0.3,80.0,0.2667,4,11,2.0546,0.5342,989.24,967.54,15
12.0,4.0,300.0,250.0,0.3,80.0,0.2667,4,11,2.0546,0.5342,989.24,967.54,15
12.0,6.0,300.0,100.0,0.3,80.0,0.2667,4,11,2.1326,0.5176,989.24,1246.93,15
12.0,6.0,300.0,250.0,0.3,80.0,0.2667,4,11,2.1326,0.5176,989.24,1246.93,15
6.0,6.0,300.0,100.0,0.3,120.0,0.2,3,12,0.6774,0.9518,362.81,1545.75,15
6.0,6.0,300.0,250.0,0.3,120.0,0.2,3,12,0.6774,0.9518,362.81,1545.75,15
6.0,6.0,300.0,100.0,0.3,80.0,0.2,3,12,0.6875,1.0058,364.14,1551.81,15
6.0,6.0,300.0,250.0,0.3,80.0,0.2,3,12,0.6875,1.0058,364.14,1551.81,15
12.0,4.0,300.0,100.0,1.0,80.0,0.2,3,12,1.2967,0.2283,386.68,1401.55,15
12.0,4.0,300.0,250.0,1.0,80.0,0.2,3,12,1.2967,0.2283,386.68,1401.55,15
12.0,6.0,500.0,100.0,1.0,80.0,0.2,3,12,1.33,0.491,77.79,1456.21,15
12.0,6.0,500.0,250.0,1.0,80.0,0.2,3,12,1.33,0.491,77.79,1456.21,15
12.0,2.0,500.0,100.0,0.3,80.0,0.2,3,12,1.5967,0.8403,680.35,638.99,15
12.0,2.0,500.0,250.0,0.3,80.0,0.2,3,12,1.5967,0.8403,680.35,638.99,15
12.0,2.0,300.0,100.0,0.3,80.0,0.2,3,12,1.6481,0.7464,989.24,661.1,15
12.0,2.0,300.0,250.0,0.3,80.0,0.2,3,12,1.6481,0.7464,989.24,661.1,15
12.0,6.0,300.0,100.0,1.0,120.0,0.2,3,12,1.714,0.3337,842.68,1444.21,15
12.0,6.0,300.0,250.0,1.0,120.0,0.2,3,12,1.714,0.3337,842.68,1444.21,15
12.0,4.0,500.0,100.0,0.3,80.0,0.2,3,12,1.7287,0.8083,680.35,709.65,15
12.0,4.0,500.0,250.0,0.3,80.0,0.2,3,12,1.7287,0.8083,680.35,709.65,15
12.0,6.0,300.0,100.0,1.0,80.0,0.2,3,12,1.7513,0.2217,693.35,1622.88,15
12.0,6.0,300.0,250.0,1.0,80.0,0.2,3,12,1.7513,0.2217,693.35,1622.88,15
12.0,6.0,500.0,100.0,0.3,80.0,0.2,3,12,1.8405,0.7695,680.35,882.79,15
12.0,6.0,500.0,250.0,0.3,80.0,0.2,3,12,1.8405,0.7695,680.35,882.79,15
