open_margin_db,close_margin_db,release_ms,hold_ms,window_sec,percentile,pass_rate,passed,failed,mean_missed_speech,mean_false_open,mean_start_delay_ms,mean_early_close_ms,total_scenarios
6.0,2.0,300.0,250.0,4.0,35.0,0.3333,5,10,0.5482,1.0612,676.05,1047.54,15
10.0,6.0,800.0,100.0,4.0,35.0,0.3333,5,10,0.579,0.9827,63.86,775.19,15
10.0,6.0,800.0,250.0,4.0,35.0,0.3333,5,10,0.579,0.9827,63.86,775.19,15
10.0,2.0,500.0,100.0,4.0,35.0,0.3333,5,10,0.5977,1.0027,63.86,989.3,15
10.0,2.0,500.0,250.0,4.0,35.0,0.3333,5,10,0.5977,1.0027,63.86,989.3,15
8.0,4.0,500.0,100.0,2.0,35.0,0.3333,5,10,0.603,0.98,23.27,1651.19,15
8.0,4.0,500.0,250.0,2.0,35.0,0.3333,5,10,0.603,0.98,23.27,1651.19,15
10.0,4.0,500.0,100.0,2.0,35.0,0.3333,5,10,0.6217,0.8533,40.6,1651.19,15
10.0,4.0,500.0,250.0,2.0,35.0,0.3333,5,10,0.6217,0.8533,40.6,1651.19,15
10.0,6.0,500.0,100.0,4.0,25.0,0.3333,5,10,0.6359,1.0862,59.36,1139.97,15
10.0,6.0,500.0,250.0,4.0,25.0,0.3333,5,10,0.6359,1.0862,59.36,1139.97,15
12.0,2.0,500.0,100.0,2.0,35.0,0.3333,5,10,0.6373,0.6863,50.43,1315.66,15
12.0,2.0,500.0,250.0,2.0,35.0,0.3333,5,10,0.6373,0.6863,50.43,1315.66,15
10.0,6.0,800.0,100.0,2.0,35.0,0.3333,5,10,0.655,0.9187,40.6,1162.24,15
10.0,6.0,800.0,250.0,2.0,35.0,0.3333,5,10,0.655,0.9187,40.6,1162.24,15
12.0,4.0,300.0,100.0,4.0,15.0,0.3333,5,10,0.6627,1.0691,48.87,1401.3,15
12.0,4.0,300.0,250.0,4.0,15.0,0.3333,5,10,0.6627,1.0691,48.87,1401.3,15
10.0,2.0,300.0,100.0,4.0,25.0,0.3333,5,10,0.6808,1.1311,509.59,1190.21,15
10.0,2.0,300.0,250.0,4.0,25.0,0.3333,5,10,0.6808,1.1311,509.59,1190.21,15
12.0,6.0,300.0,100.0,4.0,15.0,0.3333,5,10,0.7728,0.9125,428.43,1191.97,15
12.0,6.0,300.0,250.0,4.0,15.0,0.3333,5,10,0.7728,0.9125,428.43,1191.97,15
10.0,6.0,300.0,100.0,4.0,25.0,0.3333,5,10,0.8925,0.8002,977.86,1078.21,15
10.0,6.0,300.0,250.0,4.0,25.0,0.3333,5,10,0.8925,0.8002,977.86,1078.21,15
6.0,2.0,800.0,100.0,1.0,15.0,0.2667,4,11,0.2702,2.3926,9.23,260.99,15
6.0,2.0,800.0,250.0,1.0,15.0,0.2667,4,11,0.2702,2.3926,9.23,260.99,15
8.0,2.0,800.0,100.0,4.0,25.0,0.2667,4,11,0.2964,1.62,35.36,260.99,15
8.0,2.0,800.0,250.0,4.0,25.0,0.2667,4,11,0.2964,1.62,35.36,260.99,15
12.0,2.0,500.0,100.0,2.0,15.0,0.2667,4,11,0.2979,1.2642,36.87,260.99,15
12.0,2.0,500.0,250.0,2.0,15.0,0.2667,4,11,0.2979,1.2642,36.87,260.99,15
12.0,2.0,800.0,100.0,2.0,15.0,0.2667,4,11,0.2979,1.7309,36.87,260.99,15
12.0,2.0,800.0,250.0,2.0,15.0,0.2667,4,11,0.2979,1.7309,36.87,260.99,15
8.0,2.0,800.0,100.0,4.0,35.0,0.2667,4,11,0.3006,1.4202,35.36,265.19,15
8.0,2.0,800.0,250.0,4.0,35.0,0.2667,4,11,0.3006,1.4202,35.36,265.19,15
8.0,2.0,500.0,100.0,4.0,25.0,0.2667,4,11,0.303,1.4467,35.36,589.3,15
8.0,2.0,500.0,250.0,4.0,25.0,0.2667,4,11,0.303,1.4467,35.36,589.3,15
12.0,4.0,800.0,100.0,2.0,15.0,0.2667,4,11,0.3061,1.4511,36.87,269.19,15
12.0,4.0,800.0,250.0,2.0,15.0,0.2667,4,11,0.3061,1.4511,36.87,269.19,15
12.0,2.0,800.0,100.0,2.0,25.0,0.2667,4,11,0.3074,1.2337,42.21,265.19,15
12.0,2.0,800.0,250.0,2.0,25.0,0.2667,4,11,0.3074,1.2337,42.21,265.19,15
12.0,2.0,800.0,100.0,4.0,15.0,0.2667,4,11,0.3099,1.7015,48.87,260.99,15
12.0,2.0,800.0,250.0,4.0,15.0,0.2667,4,11,0.3099,1.7015,48.87,260.99,15
12.0,4.0,800.0,100.0,4.0,15.0,0.2667,4,11,0.3181,1.4084,48.87,269.19,15
12.0,4.0,800.0,250.0,4.0,15.0,0.2667,4,11,0.3181,1.4084,48.87,269.19,15
10.0,2.0,800.0,100.0,4.0,25.0,0.2667,4,11,0.3204,1.56,59.36,260.99,15
10.0,2.0,800.0,250.0,4.0,25.0,0.2667,4,11,0.3204,1.56,59.36,260.99,15
12.0,4.0,500.0,100.0,2.0,15.0,0.2667,4,11,0.3287,1.1457,36.87,452.52,15
12.0,4.0,500.0,250.0,2.0,15.0,0.2667,4,11,0.3287,1.1457,36.87,452.52,15
10.0,2.0,800.0,100.0,4.0,35.0,0.2667,4,11,0.3291,1.2621,63.86,265.19,15
10.0,2.0,800.0,250.0,4.0,35.0,0.2667,4,11,0.3291,1.2621,63.86,265.19,15
8.0,4.0,800.0,100.0,4.0,25.0,0.2667,4,11,0.3526,1.4989,35.36,317.19,15
8.0,4.0,800.0,250.0,4.0,25.0,0.2667,4,11,0.3526,1.4989,35.36,317.19,15
6.0,2.0,500.0,100.0,1.0,15.0,0.2667,4,11,0.355,2.248,52.29,343.86,15
6.0,2.0,500.0,250.0,1.0,15.0,0.2667,4,11,0.355,2.248,52.29,343.86,15
10.0,2.0,300.0,100.0,2.0,15.0,0.2667,4,11,0.3605,1.1095,21.93,1075.53,15
10.0,2.0,300.0,250.0,2.0,15.0,0.2667,4,11,0.3605,1.1095,21.93,1075.53,15
12.0,6.0,800.0,100.0,2.0,15.0,0.2667,4,11,0.3667,1.2664,36.87,329.85,15
12.0,6.0,800.0,250.0,2.0,15.0,0.2667,4,11,0.3667,1.2664,36.87,329.85,15
6.0,4.0,500.0,100.0,4.0,25.0,0.2667,4,11,0.3726,1.3709,22.03,1041.3,15
6.0,4.0,500.0,250.0,4.0,25.0,0.2667,4,11,0.3726,1.3709,22.03,1041.3,15
10.0,4.0,800.0,100.0,4.0,25.0,0.2667,4,11,0.3766,1.4349,59.36,317.19,15
10.0,4.0,800.0,250.0,4.0,25.0,0.2667,4,11,0.3766,1.4349,59.36,317.19,15
8.0,4.0,800.0,100.0,4.0,35.0,0.2667,4,11,0.3852,1.3409,35.36,349.85,15
8.0,4.0,800.0,250.0,4.0,35.0,0.2667,4,11,0.3852,1.3409,35.36,349.85,15
6.0,4.0,500.0,100.0,1.0,25.0,0.2667,4,11,0.3888,1.5311,56.73,1157.29,15
6.0,4.0,500.0,250.0,1.0,25.0,0.2667,4,11,0.3888,1.5311,56.73,1157.29,15
12.0,4.0,800.0,100.0,2.0,25.0,0.2667,4,11,0.3894,1.1064,42.21,347.19,15
12.0,4.0,800.0,250.0,2.0,25.0,0.2667,4,11,0.3894,1.1064,42.21,347.19,15
8.0,4.0,500.0,100.0,4.0,25.0,0.2667,4,11,0.3899,1.2962,35.36,1041.3,15
8.0,4.0,500.0,250.0,4.0,25.0,0.2667,4,11,0.3899,1.2962,35.36,1041.3,15
8.0,6.0,800.0,100.0,4.0,25.0,0.2667,4,11,0.3945,1.4129,35.36,359.19,15
8.0,6.0,800.0,250.0,4.0,25.0,0.2667,4,11,0.3945,1.4129,35.36,359.19,15
6.0,2.0,500.0,100.0,4.0,35.0,0.2667,4,11,0.3952,1.2562,23.36,989.3,15
6.0,2.0,500.0,250.0,4.0,35.0,0.2667,4,11,0.3952,1.2562,23.36,989.3,15
12.0,6.0,800.0,100.0,4.0,15.0,0.2667,4,11,0.3974,1.3371,48.87,348.52,15
12.0,6.0,800.0,250.0,4.0,15.0,0.2667,4,11,0.3974,1.3371,48.87,348.52,15
10.0,2.0,500.0,100.0,4.0,25.0,0.2667,4,11,0.3977,1.3827,59.36,589.3,15
10.0,2.0,500.0,250.0,4.0,25.0,0.2667,4,11,0.3977,1.3827,59.36,589.3,15
6.0,6.0,500.0,100.0,2.0,15.0,0.2667,4,11,0.3995,1.4285,56.4,914.1,15
6.0,6.0,500.0,250.0,2.0,15.0,0.2667,4,11,0.3995,1.4285,56.4,914.1,15
12.0,2.0,800.0,100.0,2.0,35.0,0.2667,4,11,0.402,1.0123,50.43,351.55,15
12.0,2.0,800.0,250.0,2.0,35.0,0.2667,4,11,0.402,1.0123,50.43,351.55,15
6.0,2.0,300.0,100.0,4.0,25.0,0.2667,4,11,0.4061,1.3658,514.72,1043.54,15
6.0,2.0,300.0,250.0,4.0,25.0,0.2667,4,11,0.4061,1.3658,514.72,1043.54,15
12.0,2.0,500.0,100.0,2.0,25.0,0.2667,4,11,0.4071,1.0334,42.21,454.88,15
12.0,2.0,500.0,250.0,2.0,25.0,0.2667,4,11,0.4071,1.0334,42.21,454.88,15
6.0,2.0,300.0,100.0,1.0,15.0,0.2667,4,11,0.4137,1.9147,52.29,614.85,15
6.0,2.0,300.0,250.0,1.0,15.0,0.2667,4,11,0.4137,1.9147,52.29,614.85,15
10.0,4.0,800.0,100.0,4.0,35.0,0.2667,4,11,0.4137,1.1827,63.86,349.85,15
10.0,4.0,800.0,250.0,4.0,35.0,0.2667,4,11,0.4137,1.1827,63.86,349.85,15
10.0,6.0,800.0,100.0,4.0,25.0,0.2667,4,11,0.4185,1.3489,59.36,359.19,15
10.0,6.0,800.0,250.0,4.0,25.0,0.2667,4,11,0.4185,1.3489,59.36,359.19,15
8.0,4.0,500.0,100.0,1.0,25.0,0.2667,4,11,0.4215,1.3731,58.07,1157.29,15
8.0,4.0,500.0,250.0,1.0,25.0,0.2667,4,11,0.4215,1.3731,58.07,1157.29,15
10.0,4.0,500.0,100.0,1.0,25.0,0.2667,4,11,0.4295,1.2025,64.73,1157.29,15
10.0,4.0,500.0,250.0,1.0,25.0,0.2667,4,11,0.4295,1.2025,64.73,1157.29,15
6.0,6.0,500.0,100.0,1.0,15.0,0.2667,4,11,0.4297,1.6787,52.95,1151.95,15
6.0,6.0,500.0,250.0,1.0,15.0,0.2667,4,11,0.4297,1.6787,52.95,1151.95,15
8.0,2.0,300.0,100.0,4.0,25.0,0.2667,4,11,0.4315,1.2911,529.39,1043.54,15
8.0,2.0,300.0,250.0,4.0,25.0,0.2667,4,11,0.4315,1.2911,529.39,1043.54,15
8.0,6.0,500.0,100.0,2.0,15.0,0.2667,4,11,0.4381,1.3631,57.73,914.1,15
8.0,6.0,500.0,250.0,2.0,15.0,0.2667,4,11,0.4381,1.3631,57.73,914.1,15
6.0,6.0,500.0,100.0,4.0,25.0,0.2667,4,11,0.4399,1.2782,65.83,1053.3,15
6.0,6.0,500.0,250.0,4.0,25.0,0.2667,4,11,0.4399,1.2782,65.83,1053.3,15
12.0,2.0,300.0,100.0,1.0,15.0,0.2667,4,11,0.4462,1.3218,83.4,614.85,15
12.0,2.0,300.0,250.0,1.0,15.0,0.2667,4,11,0.4462,1.3218,83.4,614.85,15
8.0,6.0,500.0,100.0,4.0,25.0,0.2667,4,11,0.4572,1.1862,79.16,1053.3,15
8.0,6.0,500.0,250.0,4.0,25.0,0.2667,4,11,0.4572,1.1862,79.16,1053.3,15
12.0,4.0,500.0,100.0,4.0,15.0,0.2667,4,11,0.4594,1.2497,48.87,500.52,15
12.0,4.0,500.0,250.0,4.0,15.0,0.2667,4,11,0.4594,1.2497,48.87,500.52,15
8.0,6.0,500.0,100.0,1.0,15.0,0.2667,4,11,0.4597,1.5233,54.29,1151.95,15
8.0,6.0,500.0,250.0,1.0,15.0,0.2667,4,11,0.4597,1.5233,54.29,1151.95,15
6.0,4.0,500.0,100.0,2.0,25.0,0.2667,4,11,0.4648,1.2551,15.27,1147.43,15
6.0,4.0,500.0,250.0,2.0,25.0,0.2667,4,11,0.4648,1.2551,15.27,1147.43,15
10.0,6.0,500.0,100.0,1.0,15.0,0.2667,4,11,0.4663,1.3313,58.29,1151.95,15
10.0,6.0,500.0,250.0,1.0,15.0,0.2667,4,11,0.4663,1.3313,58.29,1151.95,15
6.0,2.0,300.0,100.0,1.0,25.0,0.2667,4,11,0.4742,1.4658,56.73,1437.99,15
6.0,2.0,300.0,250.0,1.0,25.0,0.2667,4,11,0.4742,1.4658,56.73,1437.99,15
6.0,4.0,300.0,100.0,2.0,15.0,0.2667,4,11,0.4746,1.345,56.4,1349.47,15
6.0,4.0,300.0,250.0,2.0,15.0,0.2667,4,11,0.4746,1.345,56.4,1349.47,15
10.0,2.0,300.0,100.0,2.0,25.0,0.2667,4,11,0.4746,0.961,68.4,1533.47,15
10.0,2.0,300.0,250.0,2.0,25.0,0.2667,4,11,0.4746,0.961,68.4,1533.47,15
10.0,6.0,500.0,100.0,2.0,15.0,0.2667,4,11,0.4793,1.1376,65.73,914.1,15
10.0,6.0,500.0,250.0,2.0,15.0,0.2667,4,11,0.4793,1.1376,65.73,914.1,15
8.0,4.0,300.0,100.0,2.0,15.0,0.2667,4,11,0.48,1.2556,57.73,1349.47,15
8.0,4.0,300.0,250.0,2.0,15.0,0.2667,4,11,0.48,1.2556,57.73,1349.47,15
10.0,4.0,500.0,100.0,4.0,25.0,0.2667,4,11,0.4846,1.2322,59.36,1041.3,15
10.0,4.0,500.0,250.0,4.0,25.0,0.2667,4,11,0.4846,1.2322,59.36,1041.3,15
12.0,6.0,800.0,100.0,2.0,25.0,0.2667,4,11,0.4849,0.9192,42.21,442.65,15
12.0,6.0,800.0,250.0,2.0,25.0,0.2667,4,11,0.4849,0.9192,42.21,442.65,15
12.0,6.0,500.0,100.0,1.0,15.0,0.2667,4,11,0.4941,1.2711,83.4,1151.95,15
12.0,6.0,500.0,250.0,1.0,15.0,0.2667,4,11,0.4941,1.2711,83.4,1151.95,15
8.0,4.0,500.0,100.0,2.0,25.0,0.2667,4,11,0.5006,1.0869,17.93,1147.43,15
8.0,4.0,500.0,250.0,2.0,25.0,0.2667,4,11,0.5006,1.0869,17.93,1147.43,15
8.0,2.0,300.0,100.0,1.0,25.0,0.2667,4,11,0.5068,1.2838,58.07,1437.99,15
8.0,2.0,300.0,250.0,1.0,25.0,0.2667,4,11,0.5068,1.2838,58.07,1437.99,15
10.0,4.0,500.0,100.0,2.0,25.0,0.2667,4,11,0.5099,1.0189,23.27,1147.43,15
10.0,4.0,500.0,250.0,2.0,25.0,0.2667,4,11,0.5099,1.0189,23.27,1147.43,15
12.0,2.0,800.0,100.0,1.0,35.0,0.2667,4,11,0.5152,1.1455,40.87,260.99,15
12.0,2.0,800.0,250.0,1.0,35.0,0.2667,4,11,0.5152,1.1455,40.87,260.99,15
6.0,6.0,300.0,100.0,4.0,15.0,0.2667,4,11,0.5382,1.2685,417.57,1102.63,15
6.0,6.0,300.0,250.0,4.0,15.0,0.2667,4,11,0.5382,1.2685,417.57,1102.63,15
6.0,6.0,800.0,100.0,2.0,35.0,0.2667,4,11,0.5486,1.1096,15.27,1162.24,15
6.0,6.0,800.0,250.0,2.0,35.0,0.2667,4,11,0.5486,1.1096,15.27,1162.24,15
8.0,6.0,300.0,100.0,4.0,15.0,0.2667,4,11,0.5528,1.2205,425.57,1102.63,15
8.0,6.0,300.0,250.0,4.0,15.0,0.2667,4,11,0.5528,1.2205,425.57,1102.63,15
6.0,4.0,500.0,100.0,2.0,35.0,0.2667,4,11,0.5552,1.0402,15.27,1651.19,15
6.0,4.0,500.0,250.0,2.0,35.0,0.2667,4,11,0.5552,1.0402,15.27,1651.19,15
6.0,6.0,300.0,100.0,4.0,25.0,0.2667,4,11,0.5965,1.0495,722.99,1242.21,15
6.0,6.0,300.0,250.0,4.0,25.0,0.2667,4,11,0.5965,1.0495,722.99,1242.21,15
12.0,4.0,500.0,100.0,2.0,25.0,0.2667,4,11,0.5995,0.7925,42.21,1147.43,15
12.0,4.0,500.0,250.0,2.0,25.0,0.2667,4,11,0.5995,0.7925,42.21,1147.43,15
10.0,6.0,300.0,100.0,4.0,15.0,0.2667,4,11,0.6008,1.1272,453.57,1102.63,15
10.0,6.0,300.0,250.0,4.0,15.0,0.2667,4,11,0.6008,1.1272,453.57,1102.63,15
12.0,6.0,800.0,100.0,4.0,35.0,0.2667,4,11,0.611,0.6854,94.53,775.19,15
12.0,6.0,800.0,250.0,4.0,35.0,0.2667,4,11,0.611,0.6854,94.53,775.19,15
12.0,6.0,500.0,100.0,4.0,15.0,0.2667,4,11,0.6121,1.1531,48.87,1135.97,15
12.0,6.0,500.0,250.0,4.0,15.0,0.2667,4,11,0.6121,1.1531,48.87,1135.97,15
12.0,4.0,800.0,100.0,1.0,35.0,0.2667,4,11,0.6136,0.8892,40.87,568.69,15
12.0,4.0,800.0,250.0,1.0,35.0,0.2667,4,11,0.6136,0.8892,40.87,568.69,15
12.0,6.0,800.0,100.0,1.0,25.0,0.2667,4,11,0.6219,1.1762,33.21,375.35,15
12.0,6.0,800.0,250.0,1.0,25.0,0.2667,4,11,0.6219,1.1762,33.21,375.35,15
10.0,6.0,500.0,100.0,2.0,25.0,0.2667,4,11,0.6246,0.9602,68.4,1650.09,15
10.0,6.0,500.0,250.0,2.0,25.0,0.2667,4,11,0.6246,0.9602,68.4,1650.09,15
12.0,2.0,300.0,100.0,4.0,15.0,0.2667,4,11,0.6254,1.2331,48.87,1398.63,15
12.0,2.0,300.0,250.0,4.0,15.0,0.2667,4,11,0.6254,1.2331,48.87,1398.63,15
8.0,6.0,800.0,100.0,2.0,35.0,0.2667,4,11,0.6364,1.0454,23.27,1162.24,15
8.0,6.0,800.0,250.0,2.0,35.0,0.2667,4,11,0.6364,1.0454,23.27,1162.24,15
8.0,6.0,300.0,100.0,4.0,25.0,0.2667,4,11,0.6618,0.9682,741.66,1242.21,15
8.0,6.0,300.0,250.0,4.0,25.0,0.2667,4,11,0.6618,0.9682,741.66,1242.21,15
12.0,2.0,300.0,100.0,2.0,25.0,0.2667,4,11,0.6989,0.7332,42.21,1680.13,15
12.0,2.0,300.0,250.0,2.0,25.0,0.2667,4,11,0.6989,0.7332,42.21,1680.13,15
12.0,2.0,500.0,100.0,4.0,35.0,0.2667,4,11,0.699,0.7587,94.53,989.3,15
12.0,2.0,500.0,250.0,4.0,35.0,0.2667,4,11,0.699,0.7587,94.53,989.3,15
10.0,4.0,300.0,100.0,4.0,25.0,0.2667,4,11,0.7355,0.9579,513.86,1192.87,15
10.0,4.0,300.0,250.0,4.0,25.0,0.2667,4,11,0.7355,0.9579,513.86,1192.87,15
12.0,6.0,500.0,100.0,2.0,25.0,0.2667,4,11,0.7822,0.7338,42.21,1718.09,15
12.0,6.0,500.0,250.0,2.0,25.0,0.2667,4,11,0.7822,0.7338,42.21,1718.09,15
12.0,4.0,500.0,100.0,4.0,35.0,0.2667,4,11,0.783,0.4987,94.53,1481.3,15
12.0,4.0,500.0,250.0,4.0,35.0,0.2667,4,11,0.783,0.4987,94.53,1481.3,15
12.0,6.0,800.0,100.0,2.0,35.0,0.2667,4,11,0.7955,0.6805,50.43,1162.24,15
12.0,6.0,800.0,250.0,2.0,35.0,0.2667,4,11,0.7955,0.6805,50.43,1162.24,15
6.0,6.0,300.0,100.0,4.0,35.0,0.2667,4,11,0.8265,0.7742,729.66,1346.65,15
6.0,6.0,300.0,250.0,4.0,35.0,0.2667,4,11,0.8265,0.7742,729.66,1346.65,15
8.0,6.0,300.0,100.0,4.0,35.0,0.2667,4,11,0.9132,0.6782,746.99,1346.65,15
8.0,6.0,300.0,250.0,4.0,35.0,0.2667,4,11,0.9132,0.6782,746.99,1346.65,15
12.0,6.0,300.0,100.0,4.0,25.0,0.2667,4,11,0.9594,0.5084,1008.75,1078.21,15
12.0,6.0,300.0,250.0,4.0,25.0,0.2667,4,11,0.9594,0.5084,1008.75,1078.21,15
12.0,6.0,500.0,100.0,4.0,35.0,0.2667,4,11,0.9777,0.3787,94.53,1738.63,15
12.0,6.0,500.0,250.0,4.0,35.0,0.2667,4,11,0.9777,0.3787,94.53,1738.63,15
12.0,2.0,300.0,100.0,4.0,35.0,0.2667,4,11,1.0194,0.3084,710.09,1194.21,15
12.0,2.0,300.0,250.0,4.0,35.0,0.2667,4,11,1.0194,0.3084,710.09,1194.21,15
10.0,6.0,300.0,100.0,4.0,35.0,0.2667,4,11,1.1958,0.4342,748.75,1433.32,15
10.0,6.0,300.0,250.0,4.0,35.0,0.2667,4,11,1.1958,0.4342,748.75,1433.32,15
12.0,4.0,300.0,100.0,4.0,35.0,0.2667,4,11,1.2154,0.2591,707.86,1323.54,15
12.0,4.0,300.0,250.0,4.0,35.0,0.2667,4,11,1.2154,0.2591,707.86,1323.54,15
12.0,2.0,800.0,100.0,4.0,35.0,0.2,3,12,0.3597,1.1127,94.53,265.19,15
12.0,2.0,800.0,250.0,4.0,35.0,0.2,3,12,0.3597,1.1127,94.53,265.19,15
12.0,2.0,300.0,100.0,2.0,15.0,0.2,3,12,0.3781,1.0138,36.87,1075.53,15
12.0,2.0,300.0,250.0,2.0,15.0,0.2,3,12,0.3781,1.0138,36.87,1075.53,15
6.0,2.0,300.0,100.0,2.0,25.0,0.2,3,12,0.4255,1.1625,59.07,1533.47,15
6.0,2.0,300.0,250.0,2.0,25.0,0.2,3,12,0.4255,1.1625,59.07,1533.47,15
12.0,4.0,800.0,100.0,4.0,35.0,0.2,3,12,0.4444,1.0334,94.53,349.85,15
12.0,4.0,800.0,250.0,4.0,35.0,0.2,3,12,0.4444,1.0334,94.53,349.85,15
8.0,2.0,300.0,100.0,2.0,25.0,0.2,3,12,0.4613,1.029,61.73,1533.47,15
8.0,2.0,300.0,250.0,2.0,25.0,0.2,3,12,0.4613,1.029,61.73,1533.47,15
12.0,6.0,500.0,100.0,2.0,15.0,0.2,3,12,0.4982,1.0472,82.01,914.1,15
12.0,6.0,500.0,250.0,2.0,15.0,0.2,3,12,0.4982,1.0472,82.01,914.1,15
6.0,4.0,300.0,100.0,4.0,25.0,0.2,3,12,0.5129,1.1632,518.99,1098.21,15
6.0,4.0,300.0,250.0,4.0,25.0,0.2,3,12,0.5129,1.1632,518.99,1098.21,15
10.0,2.0,300.0,100.0,1.0,25.0,0.2,3,12,0.5148,1.0105,64.73,1437.99,15
10.0,2.0,300.0,250.0,1.0,25.0,0.2,3,12,0.5148,1.0105,64.73,1437.99,15
10.0,4.0,300.0,100.0,2.0,15.0,0.2,3,12,0.5211,1.0288,65.73,1349.47,15
10.0,4.0,300.0,250.0,2.0,15.0,0.2,3,12,0.5211,1.0288,65.73,1349.47,15
12.0,2.0,500.0,100.0,4.0,25.0,0.2,3,12,0.5228,1.1985,94.53,589.3,15
12.0,2.0,500.0,250.0,4.0,25.0,0.2,3,12,0.5228,1.1985,94.53,589.3,15
8.0,4.0,300.0,100.0,4.0,25.0,0.2,3,12,0.5382,1.1059,533.66,1098.21,15
8.0,4.0,300.0,250.0,4.0,25.0,0.2,3,12,0.5382,1.1059,533.66,1098.21,15
12.0,4.0,300.0,100.0,2.0,15.0,0.2,3,12,0.54,0.9317,82.01,1349.47,15
12.0,4.0,300.0,250.0,2.0,15.0,0.2,3,12,0.54,0.9317,82.01,1349.47,15
6.0,6.0,500.0,100.0,2.0,25.0,0.2,3,12,0.5468,1.1665,59.07,1650.09,15
6.0,6.0,500.0,250.0,2.0,25.0,0.2,3,12,0.5468,1.1665,59.07,1650.09,15
6.0,6.0,500.0,100.0,1.0,25.0,0.2,3,12,0.5561,1.4705,56.73,1838.09,15
6.0,6.0,500.0,250.0,1.0,25.0,0.2,3,12,0.5561,1.4705,56.73,1838.09,15
12.0,4.0,500.0,100.0,1.0,25.0,0.2,3,12,0.5589,1.0892,33.21,1066.42,15
12.0,4.0,500.0,250.0,1.0,25.0,0.2,3,12,0.5589,1.0892,33.21,1066.42,15
8.0,6.0,500.0,100.0,2.0,25.0,0.2,3,12,0.6112,1.0282,61.73,1650.09,15
8.0,6.0,500.0,250.0,2.0,25.0,0.2,3,12,0.6112,1.0282,61.73,1650.09,15
12.0,4.0,500.0,100.0,4.0,25.0,0.2,3,12,0.6124,1.0494,94.53,1041.3,15
12.0,4.0,500.0,250.0,4.0,25.0,0.2,3,12,0.6124,1.0494,94.53,1041.3,15
6.0,6.0,800.0,100.0,1.0,35.0,0.2,3,12,0.6186,1.4596,15.27,1269.55,15
6.0,6.0,800.0,250.0,1.0,35.0,0.2,3,12,0.6186,1.4596,15.27,1269.55,15
8.0,6.0,500.0,100.0,1.0,25.0,0.2,3,12,0.6768,1.3325,58.07,1838.09,15
8.0,6.0,500.0,250.0,1.0,25.0,0.2,3,12,0.6768,1.3325,58.07,1838.09,15
6.0,4.0,500.0,100.0,1.0,35.0,0.2,3,12,0.7055,1.3305,59.07,1864.75,15
6.0,4.0,500.0,250.0,1.0,35.0,0.2,3,12,0.7055,1.3305,59.07,1864.75,15
12.0,6.0,500.0,100.0,4.0,25.0,0.2,3,12,0.711,0.7387,94.53,1139.97,15
12.0,6.0,500.0,250.0,4.0,25.0,0.2,3,12,0.711,0.7387,94.53,1139.97,15
10.0,6.0,500.0,100.0,1.0,25.0,0.2,3,12,0.7443,1.0999,64.73,1838.09,15
10.0,6.0,500.0,250.0,1.0,25.0,0.2,3,12,0.7443,1.0999,64.73,1838.09,15
8.0,4.0,500.0,100.0,1.0,35.0,0.2,3,12,0.7466,1.1303,61.73,1864.75,15
8.0,4.0,500.0,250.0,1.0,35.0,0.2,3,12,0.7466,1.1303,61.73,1864.75,15
8.0,6.0,800.0,100.0,1.0,35.0,0.2,3,12,0.7508,1.1732,17.93,1269.55,15
8.0,6.0,800.0,250.0,1.0,35.0,0.2,3,12,0.7508,1.1732,17.93,1269.55,15
12.0,4.0,500.0,100.0,2.0,35.0,0.2,3,12,0.7688,0.6152,50.43,1651.19,15
12.0,4.0,500.0,250.0,2.0,35.0,0.2,3,12,0.7688,0.6152,50.43,1651.19,15
10.0,4.0,500.0,100.0,1.0,35.0,0.2,3,12,0.7799,1.0543,69.73,1864.75,15
10.0,4.0,500.0,250.0,1.0,35.0,0.2,3,12,0.7799,1.0543,69.73,1864.75,15
12.0,2.0,500.0,100.0,1.0,35.0,0.2,3,12,0.7918,0.6715,40.87,902.77,15
12.0,2.0,500.0,250.0,1.0,35.0,0.2,3,12,0.7918,0.6715,40.87,902.77,15
12.0,2.0,300.0,100.0,4.0,25.0,0.2,3,12,0.804,0.8076,546.09,1190.21,15
12.0,2.0,300.0,250.0,4.0,25.0,0.2,3,12,0.804,0.8076,546.09,1190.21,15
12.0,4.0,300.0,100.0,4.0,25.0,0.2,3,12,0.8224,0.6154,546.09,1192.87,15
12.0,4.0,300.0,250.0,4.0,25.0,0.2,3,12,0.8224,0.6154,546.09,1192.87,15
12.0,6.0,300.0,100.0,4.0,35.0,0.2,3,12,1.4132,0.1995,782.09,1433.32,15
12.0,6.0,300.0,250.0,4.0,35.0,0.2,3,12,1.4132,0.1995,782.09,1433.32,15
12.0,2.0,800.0,100.0,4.0,25.0,0.1333,2,13,0.3555,1.4152,94.53,260.99,15
12.0,2.0,800.0,250.0,4.0,25.0,0.1333,2,13,0.3555,1.4152,94.53,260.99,15
12.0,4.0,800.0,100.0,4.0,25.0,0.1333,2,13,0.4117,1.2567,94.53,317.19,15
12.0,4.0,800.0,250.0,4.0,25.0,0.1333,2,13,0.4117,1.2567,94.53,317.19,15
12.0,6.0,800.0,100.0,4.0,25.0,0.1333,2,13,0.4537,1.1707,94.53,359.19,15
12.0,6.0,800.0,250.0,4.0,25.0,0.1333,2,13,0.4537,1.1707,94.53,359.19,15
